Št.	Beseda 1	Beseda 2	Ali sta besedi protipomenki? [MŠ1]	Ali sta besedi protipomenki? [MJ]	Ali sta besedi protipomenki? [MŠ2]	Ali sta besedi sopomenki? [MS]	Ali sta besedi protipomenki? [TM]	Ali sta besedi protipomenki? [TVK]	SKUPAJ	ENOTNOST	Glavni problem	Morebitni dodatni problem	
1790	potrditi	zavrniti	d	d	d	d	g	d	ddddgd		gp		
1791	potrditi	ovreči	d	d	d	d	d	d	dddddd	je protipomenka			
1792	potrditi	razveljaviti	d	d	d	d	g	d	ddddgd		gp		
1793	potreben	nepotreben	d	d	d	d	d	d	dddddd	je protipomenka			
1794	potrebno	nepotrebno	d	d	d	d	d	d	dddddd	je protipomenka			
1795	povečan	pomanjšan	d	d	d	d	d	d	dddddd	je protipomenka			
1796	povečan	znižan	d	d	n	n	g	d	ddnngd		zaz	kontekst	
1797	povečanje	padec	d	d	d	d	d	d	dddddd	je protipomenka			
1798	povečati	zmanjšati	d	d	d	d	d	d	dddddd	je protipomenka			
1799	povečati	pomanjšati	d	d	d	d	d	d	dddddd	je protipomenka			
1800	povečati	reducirati	d	d	g	g	d	d	ddggdd		prevzeto		
1801	povečati	upadati	d	n	n	g	g	d	dnnggd		nedov		
1802	povečati	znižati	d	d	d	n	d	d	dddndd		zaz	kontekst	
1803	povečati	manjšati	n	d	n	g	d	d	ndngdd		nedov		
1804	povečevanje	nižanje	d	g	d	g	d	d	dgdgdd		ne/dov. glag. tvor.		
1805	povečevanje	reduciranje	d	g	n	g	g	d	dgnggd		ne/dov. glag. tvor.	prevzeto	
1806	povečevanje	redukcija	d	d	n	g	g	d	ddnggd		prevzeto		
1807	povečevanje	upadanje	d	d	d	g	d	d	dddgdd		ne/dov. glag. tvor.		
1808	povečevanje	zmanjšanje	n	d	n	g	d	d	ndngdd		ne/dov. glag. tvor.		
1809	povečevanje	zmanjševanje	d	d	d	d	d	d	dddddd	je protipomenka			
1810	povečevanje	znižanje	n	n	n	n	d	d	nnnndd		ne/dov. glag. tvor.		
1811	povečevanje	zniževanje	d	d	d	n	d	d	dddndd		zaz		
1812	povezana	nepovezana	d	d	d	d	d	d	dddddd	je protipomenka			
1813	povezanost	ločitev	d	n	g	d	g	d	dngdgd		dejanje in stanje		
1814	povezati	razvezati	d	d	n	d	d	d	ddnddd		kontekst		
1815	povezati	izključiti	d	n	g	g	g	n	dngggn		gp		
1816	povezati	izklopiti	n	n	n	n	g	n	nnnngn		tranz		
1817	povezati	ugasniti	n	n	n	n	g	n	nnnngn		tranz		
1818	povezava	nepovezanost	n	n	n	g	d	d	nnngdd		dejanje in stanje	ne	
1819	povišanje	padec	d	n	d	g	d	g	dndgdg		kontekst		
1820	povišati	znižati	d	d	n	d	d	d	ddnddd		tvorjeno		
1821	povišati	degradirati	g	n	d	d	g	d	gnddgd		prevzeto		
1822	povišati	ponižati	n	n	g	d	d	d	nngddd		kontekst		
1823	povleči	poriniti	d	d	d	d	d	d	dddddd	je protipomenka			
1824	povleči	potisniti	d	d	d	d	d	d	dddddd	je protipomenka			
1825	povpraševanje	dobava	d	d	d	d	g	d	ddddgd		kontekst		
1826	povpraševanje	oskrba	d	d	n	d	g	d	ddndgd		kontekst		
1827	povratne	nepovratne	d	d	d	d	d	d	dddddd	je protipomenka			
1828	povratno	nepovratno	d	d	d	d	d	d	dddddd	je protipomenka			
1829	pozabiti	pomniti	d	n	d	g	d	d	dndgdd		nedov		
1830	pozabiti	spominjati	d	d	d	g	g	g	dddggg		nedov	povrat	
1831	pozabiti	zapomniti	d	d	g	g	g	g	ddgggg		povrat		
1832	pozen	zgoden	d	d	d	d	d	d	dddddd	je protipomenka			
1833	pozen	zgodnji	n	d	n	g	d	d	ndngdd		nedol		
1834	pozitiven	negativen	d	d	d	d	d	d	dddddd	je protipomenka			
1835	pozitiven	nevtralen	d	g	n	g	g	n	dgnggn		stop		
1836	pozitiven	pozitiven	n	n	n	n	n	n	nnnnnn	ni protipomenka			
1837	poznan	tuj	d	n	d	d	d	d	dndddd		kontekst		
1838	poznan	nepoznan	d	d	d	d	d	d	dddddd	je protipomenka			
1839	poznana	nepoznana	d	d	d	d	d	d	dddddd	je protipomenka	lema		
1840	poznavanje	nepoznavanje	d	d	d	d	d	d	dddddd	je protipomenka			
1841	pozoren	odsoten	d	d	n	d	d	d	ddnddd		kontekst		
1842	pozornost	nepazljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1843	praktičnost	brezkoristnost	d	n	n	g	g	d	dnnggd		zaz	ne	
1844	praktičnost	nekoristnost	d	n	n	d	g	d	dnndgd		kontekst	ne	
1845	praktičnost	neuporabnost	d	d	n	d	d	d	ddnddd		kontekst	ne	
1846	prav	napak	d	d	d	d	d	d	dddddd	je protipomenka			
1847	prav	pomotoma	d	n	n	n	g	n	dnnngn		kontekst		
1848	prav	nepravilno	d	d	n	g	d	d	ddngdd		kontekst	ne	
1849	prave	neprave	d	d	d	d	d	d	dddddd	je protipomenka			
1850	praven	protipraven	d	d	d	d	d	d	dddddd	je protipomenka			
1851	pravi	napačen	d	d	d	d	d	d	dddddd	je protipomenka			
1852	pravi	nepravilen	d	d	n	g	d	d	ddngdd		nedol	ne	
1853	pravi	netočen	d	g	g	g	g	d	dggggd		nedol	ne	
1854	pravi	ponarejen	d	d	d	d	d	d	dddddd	je protipomenka			
1855	pravi	lažen	d	d	d	d	d	d	dddddd	je protipomenka			
1856	pravi	neresničen	d	d	d	d	d	d	dddddd	je protipomenka			
1857	pravi	nepravi	d	d	d	d	d	d	dddddd	je protipomenka			
1858	pravičen	krivičen	d	d	d	d	d	d	dddddd	je protipomenka			
1859	pravičen	nepošten	d	d	d	n	d	d	dddndd		kontekst	ne	
1860	pravičen	nepravičen	d	d	d	d	d	d	dddddd	je protipomenka			
1861	pravičen	pristranski	d	d	n	g	d	d	ddngdd		kontekst		
1862	pravično	nepravično	d	d	d	d	d	d	dddddd	je protipomenka			
1863	pravičnost	krivičnost	d	d	d	d	d	d	dddddd	je protipomenka			
1864	pravicoljubnost	nepravičnost	n	n	n	g	g	d	nnnggd		zaz	ne	
1865	pravilen	nepravilen	d	d	d	d	d	d	dddddd	je protipomenka			
1866	pravilen	ponarejen	n	n	n	n	g	g	nnnngg		tranz		
1867	pravilen	lažen	d	d	n	d	d	g	ddnddg		kontekst		
1868	pravilen	nepravi	n	d	n	n	d	g	ndnndg		kontekst	ne	
1869	pravilno	napak	d	d	d	d	d	d	dddddd	je protipomenka			
1870	pravilno	narobe	d	d	d	d	d	d	dddddd	je protipomenka			
1871	pravilno	pomotoma	d	n	n	n	g	n	dnnngn		kontekst		
1872	pravilno	nepravilno	d	d	d	d	d	d	dddddd	je protipomenka			
1873	pravilnost	napačnost	d	d	d	d	d	d	dddddd	je protipomenka			
1874	pravilnost	nenatančnost	g	n	n	g	g	g	gnnggg		tranz	ne	
1875	pravilnost	netočnost	d	d	d	g	g	d	dddggd		kontekst	ne	
1876	pravilnost	nekorektnost	g	n	n	g	g	d	gnnggd		tranz	ne	
1877	pravilnost	nepravilnost	d	d	d	d	d	d	dddddd	je protipomenka			
1878	pravno	protipravno	d	d	d	d	d	d	dddddd	je protipomenka			
1879	pravočasen	netočen	d	d	d	d	d	d	dddddd	je protipomenka			
1880	pravočasno	nepravočasno	d	d	d	d	d	d	dddddd	je protipomenka			
1881	prebavljiv	neprebaven	d	n	n	n	d	d	dnnndd		tvorjeno	ne	
1882	prebavljiv	neprebavljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1883	prebavljivost	neprebavljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1884	predhoden	naslednji	d	g	d	g	d	d	dgdgdd		tvorjeno		
1885	predmetno	brezpredmetno	d	d	n	d	g	d	ddndgd		ne		
1886	prednost	slabost	d	d	d	d	d	d	dddddd	je protipomenka			
1887	prednost	pomankljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1888	prednost	šibkost	d	d	n	d	g	d	ddndgd		kontekst		
1889	prednost	neugodnost	d	n	n	n	g	g	dnnngg		kontekst	ne	
1890	prednost	izguba	g	n	n	d	g	g	gnndgg		kontekst		
1891	predrojsten	postnatalen	g	g	g	g	d	d	ggggdd		prevzeto		
1892	predviden	nenaden	d	d	d	g	d	d	dddgdd		kontekst		
1893	predviden	nepredviden	d	d	d	d	d	d	dddddd	je protipomenka			
1894	predviden	nepričakovan	d	d	d	d	d	d	dddddd	je protipomenka			
1895	predvidljiv	nepredvidljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1896	predvidljivo	nepredvidljivo	d	d	d	d	d	d	dddddd	je protipomenka			
1897	predvidljivost	nepredvidljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1898	predvojen	povojen	d	d	d	d	d	d	dddddd	je protipomenka			
1899	pregleden	nepregleden	d	d	d	d	d	d	dddddd	je protipomenka			
1900	pregledno	nepregledno	d	d	d	d	d	d	dddddd	je protipomenka			
1901	preglednost	nepreglednost	d	d	d	d	d	d	dddddd	je protipomenka			
1902	pregovoriti	odvrniti	d	g	n	g	d	d	dgngdd		kontekst		
1903	prejemek	izdatek	d	d	d	d	d	d	dddddd	je protipomenka			
1904	prejemek	strošek	d	d	d	d	d	d	dddddd	je protipomenka			
1905	prejšnji	mladi	n	n	n	n	n	n	nnnnnn	ni protipomenka			
1906	prejšnji	mladina	n	n	n	n	n	n	nnnnnn	ni protipomenka			
1907	prekinjen	neprekinjen	d	d	d	d	d	d	dddddd	je protipomenka			
1908	prekinjena	neprekinjena	d	d	d	d	d	d	dddddd	je protipomenka	lema		
1909	prekleti	blagosloviti	d	d	d	d	d	d	dddddd	je protipomenka			
1910	preklicljiv	nepreklicen	g	d	g	g	d	d	gdggdd		tvorjeno	ne	
1911	prekriti	odkriti	d	d	d	d	d	d	dddddd	je protipomenka			
1912	premično	nepremično	d	d	d	d	d	d	dddddd	je protipomenka			
1913	premišljeno	nepremišljeno	d	d	d	d	d	d	dddddd	je protipomenka			
1914	premostljiv	nepremostljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1915	premoženjsko	nepremoženjsko	d	d	d	d	d	d	dddddd	je protipomenka			
1916	premožnost	pomanjkanje	d	d	d	d	d	d	dddddd	je protipomenka			
1917	premožnost	revščina	d	d	d	d	d	d	dddddd	je protipomenka			
1918	premožnost	siromaštvo	d	d	d	d	d	d	dddddd	je protipomenka			
1919	premožnost	uboštvo	d	d	g	d	d	d	ddgddd		kontekst		
1920	preplesti	razpresti	d	d	n	n	d	d	ddnndd		kvazi		
1921	prepovedati	dopustiti	d	d	d	d	d	d	dddddd	je protipomenka			
1922	prepovedati	dopuščati	n	n	n	g	g	d	nnnggd		nedov		
1923	prepovedati	dovoliti	d	d	d	d	d	d	dddddd	je protipomenka			
1924	prepovedati	pustiti	d	d	d	d	d	d	dddddd	je protipomenka			
1925	prepovedati	legalizirati	d	d	d	d	d	d	dddddd	je protipomenka			
1926	prepovedati	overiti	g	n	n	n	g	d	gnnngd		kontekst		
1927	prepovedati	overjati	n	n	n	n	g	d	nnnngd		nedov		
1928	prepovedati	pozakoniti	d	g	n	g	d	d	dgngdd		zaz	kontekst	
1929	prepovedati	uzakoniti	d	d	g	n	d	d	ddgndd		kontekst		
1930	preprečen	neoviran	d	g	n	d	d	d	dgnddd		kontekst	ne	
1931	preprečen	prost	d	n	d	d	d	d	dndddd		kontekst		
1932	preprečiti	omogočati	n	n	d	g	d	d	nndgdd		nedov		
1933	preprečiti	dopuščati	n	n	d	g	d	d	nndgdd		nedov		
1934	preprečiti	dovoliti	d	d	d	d	d	d	dddddd	je protipomenka			
1935	preprečiti	pustiti	d	d	d	d	d	d	dddddd	je protipomenka			
1936	preprečiti	uzakoniti	d	n	n	n	d	d	dnnndd		kontekst		
1937	preprečiti	izpustiti	g	n	n	n	g	n	gnnngn		gp		
1938	preprečiti	osvoboditi	d	n	n	g	g	n	dnnggn		gp		
1939	preprečljiv	nepreprečljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1940	prepričanje	dvom	d	d	n	d	d	d	ddnddd		kontekst		
1941	prepričanje	negotovost	d	d	n	d	d	d	ddnddd		kontekst	ne	
1942	prepričljivo	neprepričljivo	d	d	d	d	d	d	dddddd	je protipomenka			
1943	preprostost	težavnost	d	d	d	d	d	d	dddddd	je protipomenka			
1944	prepusten	nepremočljiv	d	g	n	g	d	d	dgngdd		kontekst	ne	
1945	prepusten	neprepusten	d	d	d	d	d	d	dddddd	je protipomenka			
1946	prepusten	neprodiren	d	d	n	d	d	d	ddnddd		zaz	ne	
1947	prepustnost	nepredirnost	d	d	n	d	d	d	ddnddd		zaz	ne	
1948	prepustnost	neprepustnost	d	d	d	d	d	d	dddddd	je protipomenka			
1949	prepustnost	neprehodnost	d	n	n	d	g	d	dnndgd		kontekst	ne	
1950	prepustnost	nedostopnost	d	n	n	d	g	g	dnndgg		kontekst	ne	
1951	preračunljiv	nepreračunljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1952	pretekel	sedanji	d	g	d	d	g	g	dgddgg		stop	kontekst	
1953	pretekel	prihodnji	d	g	d	g	d	d	dgdgdd		kontekst		
1954	pretekel	odsoten	n	n	n	n	n	n	nnnnnn	ni protipomenka			
1955	preudarnost	nepremišljenost	d	d	d	d	d	d	dddddd	je protipomenka			
1956	preudarnost	nepreudarnost	d	d	d	d	d	d	dddddd	je protipomenka			
1957	preudarnost	neprevidnost	d	g	n	d	d	d	dgnddd		kontekst	ne	
1958	preudarnost	nerazsodnost	d	n	n	d	d	d	dnnddd		kontekst	ne	
1959	preudarnost	nerazumnost	d	n	n	d	d	d	dnnddd		kontekst	ne	
1960	preudarnost	nespamet	n	d	n	g	d	d	ndngdd		dejanje in stanje	kontekst	
1961	previdnost	nepazljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1962	prevodnik	dielektrik	g	g	g	g	g	d	gggggd		prevzeto	zaz	
1963	prevodnik	izolator	d	d	d	d	d	d	dddddd	je protipomenka			
1964	pričakovan	nepričakovan	d	d	d	d	d	d	dddddd	je protipomenka			
1965	pričakovan	nagel	n	n	n	g	g	d	nnnggd		tranz		
1966	pričakovano	nepričakovano	d	d	d	d	d	d	dddddd	je protipomenka			
1967	pričetek	zaključek	d	d	d	d	d	d	dddddd	je protipomenka			
1968	pričetek	konec	d	d	d	d	d	d	dddddd	je protipomenka			
1969	pričeti	končati	d	d	d	d	d	d	dddddd	je protipomenka			
1970	pričeti	odnehati	d	d	n	d	g	d	ddndgd		kontekst		
1971	pričeti	prenehati	d	d	d	d	d	d	dddddd	je protipomenka			
1972	pridobitno	nepridobitno	d	d	d	d	d	d	dddddd	je protipomenka			
1973	prihodek	izdatek	d	d	d	d	d	d	dddddd	je protipomenka			
1974	prihodek	strošek	d	d	d	d	d	d	dddddd	je protipomenka			
1975	prihodnji	sedanji	d	g	g	d	g	g	dggdgg		stop		
1976	prihodnji	prejšnji	d	g	d	d	d	d	dgdddd		kontekst		
1977	prihodnji	prihodnji	n	n	n	n	n	n	nnnnnn	ni protipomenka			
1978	prijatelj	neznanec	d	d	n	g	d	g	ddngdg		kontekst		
1979	prijazen	neprijazen	d	d	d	d	d	d	dddddd	je protipomenka			
1980	prijazno	neprijazno	d	d	d	d	d	d	dddddd	je protipomenka			
1981	prijaznost	neprijaznost	d	d	d	d	d	d	dddddd	je protipomenka			
1982	prijeten	nerazveseljiv	d	n	n	n	g	g	dnnngg		kontekst	ne	
1983	prijeten	zoprn	d	d	d	d	d	d	dddddd	je protipomenka			
1984	prijetnem	neprijetnem	d	d	d	d	d	g 	dddddg 		lema		
1985	prijetno	neprijetno	d	d	d	d	d	d	dddddd	je protipomenka			
1986	prikladnost	neuporabnost	d	d	n	g	g	d	ddnggd		tranz	ne	
1987	prikrit	neprikrit	d	d	d	d	d	d	dddddd	je protipomenka			
1988	prilagodljiv	neprilagodljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1989	prilagojena	neprilagojena	d	d	d	g	d	d	dddgdd		lema		
1990	primeren	neprimeren	d	d	d	d	d	d	dddddd	je protipomenka			
1991	primeren	slab	d	n	n	n	g	g	dnnngg		stop	kontekst	
1992	primerljiv	brezprimeren	d	g	n	n	g	d	dgnngd		zaz		
1993	primerljiv	edinstven	d	g	g	d	g	d	dggdgd		kontekst		
1994	primerljiv	neprimerljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1995	primerljivo	neprimerljivo	d	d	d	d	d	d	dddddd	je protipomenka			
1996	primerno	neumestno	d	d	d	d	d	d	dddddd	je protipomenka			
1997	primerno	neprimerno	d	d	d	d	d	d	dddddd	je protipomenka			
1998	primernost	neprimernost	d	d	d	d	d	d	dddddd	je protipomenka			
1999	primernost	neustreznost	d	d	d	d	d	d	dddddd	je protipomenka			
2000	primernost	neslanost	g	n	g	g	g	d	gngggd		zaz	kontekst	
2001	primernost	neumestnost	d	d	d	d	d	d	dddddd	je protipomenka			
2002	pripravljen	improviziran	d	d	d	d	g	d	ddddgd		prevzeto		
2003	pripravljen	nepripravljen	d	d	d	d	d	d	dddddd	je protipomenka			
2004	pripravljenost	nepripravljenost	d	d	d	d	d	d	dddddd	je protipomenka			
2005	prisoten	pretekel	g	g	n	n	g	n	ggnngn		stop	kontekst/	
2006	prisoten	prihodnji	g	g	n	g	g	n	ggnggn		stop	kontekst	
2007	prisoten	odsoten	d	d	d	d	d	d	dddddd	je protipomenka			
2008	prisoten	raztresen	d	d	n	g	g	d	ddnggd		kontekst		
2009	pristen	lažen	d	d	d	d	d	d	dddddd	je protipomenka			
2010	pristen	nepravi	d	d	d	d	d	d	dddddd	je protipomenka			
2011	prišteven	neprišteven	d	d	d	d	d	d	dddddd	je protipomenka			
2012	pristopiti	odstopiti	d	d	d	d	d	d	dddddd	je protipomenka			
2013	pristranski	nepristran	n	d	n	n	d	d	ndnndd		tvorjeno	zaz	
2014	pristranski	nepristranski	d	d	d	d	d	d	dddddd	je protipomenka			
2015	pristransko	nepristransko	d	d	d	d	d	d	dddddd	je protipomenka			
2016	pristranskost	nepristranskost	d	d	d	d	d	d	dddddd	je protipomenka			
2017	pritrjenost	ohlapnost	d	g	n	g	d	g	dgngdg		kontekst		
2018	privlačen	odvraten	d	d	g	d	d	d	ddgddd		zaz		
2019	privlačnost	neprikupnost	d	g	g	g	g	d	dggggd		zaz	kontekst	
2020	privrženec	vodja	d	g	d	g	g	d	dgdggd		tranz	kontekst	
2021	prižgati	izključiti	d	d	d	d	d	d	dddddd	je protipomenka			
2022	prižgati	izklopiti	d	g	d	d	d	d	dgdddd		kontekst		
2023	prižgati	odklopiti	d	g	d	d	d	d	dgdddd		kontekst		
2024	prižgati	ugasniti	d	d	d	d	d	d	dddddd	je protipomenka			
2025	priziven	nepriziven	d	d	d	d	d	d	dddddd	je protipomenka			
2026	priznanje	obsojanje	d	n	n	g	g	d	dnnggd		nedov izg	kontekst	
2027	prodajati	kupiti	n	n	n	g	d	d	nnngdd		nedov		
2028	prodati	kupovati	n	n	n	d	d	d	nnnddd		nedov		
2029	prodornost	plitvost	d	d	n	g	g	g	ddnggg		kontekst		
2030	prodornost	površinskost	d	d	d	g	g	d	dddggd		kontekst		
2031	produktiven	neploden	d	n	d	g	d	d	dndgdd		prevzeto	kontekst	
2032	produktivno	neproduktivno	d	d	d	d	d	d	dddddd	je protipomenka			
2033	profesionalno	neprofesionalno	d	d	d	d	d	d	dddddd	je protipomenka			
2034	profit	minus	d	d	n	g	d	d	ddngdd		prevzeto	tranz	
2035	profitni	neprofitni	d	d	d	d	d	d	dddddd	je protipomenka			
2036	profitno	neprofitno	d	d	d	d	d	d	dddddd	je protipomenka			
2037	proporcionalen	disproporcionalen	d	d	d	d	d	d	dddddd	je protipomenka			
2038	proporcionalen	neskladen	d	d	d	d	g	d	ddddgd		prevzeto		
2039	proporcionalen	nesorazmeren	d	d	d	g	d	d	dddgdd		prevzeto		
2040	proporcionalen	prekomeren	n	d	n	g	g	g	ndnggg		prevzeto	zaz	
2041	prosto	delovnik	g	g	n	g	g	g	ggnggg		tvorjeno	kontekst	
2042	prostovoljec	rekrut	d	g	n	g	g	d	dgnggd		prevzeto	kontekst	
2043	prostovoljno	prisilno	d	d	d	d	d	d	dddddd	je protipomenka			
2044	prostovoljno	neprostovoljno	d	d	d	d	d	d	dddddd	je protipomenka			
2045	protinaraven	naraven	d	n	n	d	d	d	dnnddd		kontekst	zaz	
2046	provizoren	trajen	d	g	g	g	g	d	dggggd		prevzeto		
2047	prvi	zadnji	d	d	d	d	d	d	dddddd	je protipomenka			
2048	punca	fant	d	n	d	d	g	d	dnddgd		spol		
2049	punca	fantek	n	n	n	g	g	d	nnnggd		spol	zaz	
2050	punca	fantič	n	n	n	g	g	d	nnnggd		spol	zaz	
2051	punčka	fant	n	n	n	g	g	d	nnnggd		spol	zaz	
2052	punčka	fantek	d	n	d	d	g	d	dnddgd		spol		
2053	punčka	fantič	d	n	g	d	g	d	dngdgd		spol		
2054	pust	masten	d	g	d	d	g	g	dgddgg		večpom		
2055	pust	maščoben	d	g	n	g	g	g	dgnggg		večpom	zaz	
2056	pust	tolst	d	g	n	d	g	g	dgndgg		večpom		
2057	racionalno	neracionalno	d	d	d	d	d	d	dddddd	je protipomenka			
2058	rad	nerad	d	d	d	d	d	d	dddddd	je protipomenka			
2059	rada	nerada	d	d	d	g	d	d	dddgdd		lema		
2060	radodarnost	skopost	d	d	d	d	d	d	dddddd	je protipomenka			
2061	radodarnost	skopuštvo	d	d	d	d	d	d	dddddd	je protipomenka			
2062	radodarnost	škrtost	d	g	n	d	d	d	dgnddd		zaz		
2063	radost	trpljenje	d	d	d	g	d	d	dddgdd		tvorjeno		
2064	radost	bol	d	d	d	d	d	d	dddddd	je protipomenka			
2065	radost	bolečina	d	n	g	g	d	d	dnggdd		kontekst		
2066	radost	potrtost	d	d	d	d	d	d	dddddd	je protipomenka			
2067	radosten	nevesel	d	g	d	g	d	d	dgdgdd		ne		
2068	radosten	žalosten	d	d	d	d	d	d	dddddd	je protipomenka			
2069	rafiniran	surov	d	d	d	d	g	d	ddddgd		prevzeto		
2070	ranjen	nepoškodovan	d	d	d	d	d	d	dddddd	je protipomenka			
2071	ranljiv	neranljiv	d	d	d	d	d	d	dddddd	je protipomenka			
2072	ravnovesje	neravnovesje	d	d	d	d	d	d	dddddd	je protipomenka			
2073	razbremenilen	obremenilen	d	d	d	d	d	d	dddddd	je protipomenka			
2074	razbremenilen	obteževalen	d	n	d	d	g	d	dnddgd		kontekst		
2075	razbremenilen	obtežilen	d	n	n	d	g	d	dnndgd		kontekst	zaz	
2076	razbremenilen	obtoževalen	d	g	n	n	g	d	dgnngd		tvorjeno	zaz/drugo	
2077	razcepitev	združitev	d	d	d	d	d	d	dddddd	je protipomenka			
2078	razčiščen	nerazrešen	d	d	n	g	d	d	ddngdd		kontekst		
2079	razčiščen	nerešen	d	d	n	g	d	d	ddngdd		kontekst		
2080	razdeliti	poročiti	n	n	n	n	g	n	nnnngn		tranz		
2081	razdreti	izdelati	d	n	n	d	d	d	dnnddd		tranz		
2082	razdreti	napraviti	d	n	n	d	d	d	dnnddd		tranz		
2083	razdreti	narediti	d	n	n	d	d	d	dnnddd		tranz		
2084	razdreti	ustvariti	d	n	n	d	d	d	dnnddd		tranz		
2085	razigran	pobit	d	d	d	g	g	d	dddggd		kontekst		
2086	razigran	žalosten	d	d	n	d	d	d	ddnddd		kontekst		
2087	razkužiti	okužiti	d	g	n	d	d	d	dgnddd		kontekst		
2088	različen	enak	d	d	d	d	d	d	dddddd	je protipomenka			
2089	različen	isti	d	d	n	d	d	d	ddnddd		kontekst	zaz	
2090	razmotati	zavozlati	g	n	n	d	d	d	gnnddd		zaz	kontekst	
2091	raznosmeren	stekajoč	d	n	g	d	g	d	dngdgd		povrat		
2092	razorožitev	oborožitev	d	d	d	d	d	d	dddddd	je protipomenka			
2093	razpadati	povezati	d	n	n	n	g	d	dnnngd		nedov		
2094	razpoložljiv	nerazpoložljiv	d	d	d	d	d	d	dddddd	je protipomenka			
2095	razpresti	prepletati	d	d	n	g	d	d	ddngdd		nedov		
2096	razpresti	pretkati	g	n	n	g	d	d	gnngdd		zaz	kontekst	
2097	razpresti	vplesti	d	d	n	g	d	d	ddngdd		zaz	kontekst	
2098	razpresti	vtkati	d	g	n	g	d	d	dgngdd		zaz	kontekst	
2099	razpršenost	koncentracija	d	d	n	d	d	d	ddnddd		tvorjeno	prevzeto	
2100	razredčen	nerazredčen	d	d	d	d	d	d	dddddd	je protipomenka			
2101	razredčiti	zgostiti	d	d	d	d	d	d	dddddd	je protipomenka			
2102	razsipavati	ohraniti	n	g	n	g	g	n	ngnggn		nedov	kontekst	
2103	razsipavati	varčevati	d	d	d	d	d	d	dddddd	je protipomenka			
2104	raztresen	pozoren	d	d	d	d	d	d	dddddd	je protipomenka			
2105	raztresti	zbrati	d	d	d	d	d	d	dddddd	je protipomenka			
2106	raztresti	nabrati	d	d	d	g	d	d	dddgdd		kontekst		
2107	raztresti	nabirati	g	n	n	g	d	d	gnngdd		nedov		
2108	raztrositi	pobirati	d	g	n	g	d	d	dgngdd		nedov		
2109	raztrositi	pobrati	d	d	d	d	d	d	dddddd	je protipomenka			
2110	raztrositi	zbirati	d	n	n	g	g	d	dnnggd		nedov		
2111	razumljiv	nerazumljiv	d	d	d	d	d	d	dddddd	je protipomenka			
2112	razumljivo	nerazumljivo	d	d	d	d	d	d	dddddd	je protipomenka			
2113	razumljivost	nerazumljivost	d	d	d	d	d	d	dddddd	je protipomenka			
2114	razumljivost	nejasnost	d	d	d	d	d	d	dddddd	je protipomenka			
2115	razumno	nerazumno	d	d	d	d	d	d	dddddd	je protipomenka			
2116	razveseliti	potreti	d	d	d	d	d	d	dddddd	je protipomenka			
2117	razveseliti	žalostiti	d	n	n	g	d	d	dnngdd		nedov		
2118	razveseliti	jeziti	d	n	n	g	d	d	dnngdd		nedov		
2119	razvita	nerazvita	d	d	d	d	d	d	dddddd	je protipomenka			
2120	razvlečen	stisnjen	d	g	d	d	g	d	dgddgd		kvazi		
2121	razvpitost	sloves	n	d	n	g	g	d	ndnggd		kontekst	tvorjeno	
2122	razvpitost	ugled	d	d	n	d	g	d	ddndgd		kontekst	tvorjeno	
2123	razvpitost	čast	d	n	n	d	g	d	dnndgd		kontekst	tvorjeno	
2124	realno	nerealno	d	d	d	d	d	d	dddddd	je protipomenka			
2125	realnost	nerealnost	d	g	n	d	d	d	dgnddd		ne	kontekst	
2126	realnost	neresničnost	d	d	n	g	d	d	ddngdd		prevzeto		
2127	red	nered	d	d	d	d	d	d	dddddd	je protipomenka			
2128	reden	aperioden	d	n	d	g	d	d	dndgdd		prevzeto		
2129	reden	aperiodičen	d	n	d	g	d	d	dndgdd		prevzeto		
2130	reden	nereden	d	d	d	d	d	d	dddddd	je protipomenka			
2131	redko	mnogokdaj	d	d	d	d	d	d	dddddd	je protipomenka			
2132	redko	mnogokrat	d	d	d	d	d	d	dddddd	je protipomenka			
2133	redko	obilokrat	d	d	d	d	d	d	dddddd	je protipomenka			
2134	redko	pogost	n	n	n	g	g	n	nnnggn		bv		
2135	redko	pogosto	d	d	d	d	d	d	dddddd	je protipomenka			
2136	redko	velikokrat	d	d	d	d	d	d	dddddd	je protipomenka			
2137	redko	često	d	d	d	d	g	d	ddddgd		zaz		
2138	redko	čestokrat	d	d	d	d	g	d	ddddgd		zaz		
2139	redko	neredko	d	d	d	d	d	d	dddddd	je protipomenka			
2140	redko	navadno	d	d	d	d	d	d	dddddd	je protipomenka			
2141	redko	normalno	d	d	n	d	d	d	ddnddd		kontekst		
2142	redko	običajno	d	d	d	d	d	d	dddddd	je protipomenka			
2143	redko	redno	d	d	n	d	d	d	ddnddd		kontekst		
